Source;Compte;Date;Date de valeur;Débit;Crédit;Libellé;Solde;catégorie
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);01/01/2022;01/01/2022;0;539;SOLDE INITIAL;539;X
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);07/01/2022;07/01/2022;-3.35;0;Frais carte de crédit;535.65;B
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);07/01/2022;07/01/2022;-44.15;0;Course L'eclerc;491.5;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);10/01/2022;10/01/2022;-25.5;0;Boulangerie G;466;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);10/01/2022;10/01/2022;-17.19;0;Course L'eclerc;448.81;D
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);10/01/2022;10/01/2022;-50;0;Wakanim;398.81;D
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);11/01/2022;11/01/2022;-8.6;0;Beauvoir sur Ecailler;390.21000000000004;C
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);13/01/2022;13/01/2022;-9.84;0;Lidl;380.37;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);17/01/2022;17/01/2022;-65.44;0;Course L'eclerc;314.93;E
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);17/01/2022;17/01/2022;-200;0;Filon d'or;114.93;C
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);17/01/2022;17/01/2022;-34.8;0;Lidl;80.13;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);20/01/2022;20/01/2022;0;400;virement;480.13;X
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);21/01/2022;21/01/2022;-13.3;0;Boulangerie G;466.83;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);21/01/2022;21/01/2022;-111.83;0;Talstation (descente luge);355;D
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);21/01/2022;21/01/2022;-1.45;0;Frais bancaire;353.54999999999995;B
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);24/01/2022;24/01/2022;-90.7;0;Cora;262.8499999999999;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);24/01/2022;24/01/2022;-9.9;0;Boulangerie G;252.94999999999993;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);24/01/2022;24/01/2022;-100;0;Virement N26;152.94999999999993;B
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);24/01/2022;24/01/2022;-7.7;0;Boulangerie G;145.2499999999999;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);24/01/2022;24/01/2022;-19.2;0;Poulaoin;126.04999999999984;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);26/01/2022;26/01/2022;-3.57;0;Lidl;122.47999999999979;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);27/01/2022;27/01/2022;0;3931.35;Salaire de Décembre 2021;4053.83;Y
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);27/01/2022;27/01/2022;-3000;0;Vir Livret Bleu;1053.83;X
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);27/01/2022;27/01/2022;-10.2;0;Boulangerie G;1043.63;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);28/01/2022;28/01/2022;-4.99;0;Crunchyroll;1038.6400000000003;D
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);28/01/2022;28/01/2022;-0.45;0;Frais Bancaire;1038.1900000000005;B
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);31/01/2022;31/01/2022;0;150;Vir Leo;1188.1900000000005;X
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);02/02/2022;02/02/2022;-14.2;0;Course L'eclerc;1173.9900000000007;A
CCAL_01.01.2022_31.12.2024.csv;Compte courant (A&L);03/02/2022;03/02/2022;-40;0;Médecin (DR Roukos);1133.9900000000007;F
