Source;Compte;Date;Date de valeur;Débit;Crédit;Libellé;Solde;catégorie;Solde initial;Index
N26_01.01.2022_24.11.2024.csv;N26;01/01/2022;01/01/2022;-1.64;0;Selecta AG / PrV - - - Presentment (1.7 CHF);122.36;A;122.36;20220101,122
N26_01.01.2022_24.11.2024.csv;N26;03/01/2022;03/01/2022;-21.2;0;PAYPAL *MCDONALDS - - - Presentment (21.2 EUR);101.16;R;0;20220103,101
N26_01.01.2022_24.11.2024.csv;N26;04/01/2022;04/01/2022;-2.13;0;Selecta AG / PrV - - - Presentment (2.2 CHF);99.03;A;0;20220104,99
N26_01.01.2022_24.11.2024.csv;N26;05/01/2022;05/01/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);98.16;A;0;20220105,98
N26_01.01.2022_24.11.2024.csv;N26;06/01/2022;06/01/2022;-30.16;0;LIDL 2814 - - - Presentment (30.16 EUR);68;A;0;20220106,68
N26_01.01.2022_24.11.2024.csv;N26;07/01/2022;07/01/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);67.13;A;0;20220107,67
N26_01.01.2022_24.11.2024.csv;N26;08/01/2022;08/01/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);66.26;A;0;20220108,66
N26_01.01.2022_24.11.2024.csv;N26;12/01/2022;12/01/2022;-0.86;0;Selecta AG / PrV - - - Presentment (0.9 CHF);65.4;A;0;20220112,65
N26_01.01.2022_24.11.2024.csv;N26;13/01/2022;13/01/2022;-1.43;0;Selecta AG / PrV - - - Presentment (1.5 CHF);63.11000000000001;A;0;20220113,63
N26_01.01.2022_24.11.2024.csv;N26;14/01/2022;14/01/2022;-0.86;0;Selecta AG / PrV - - - Presentment (0.9 CHF);62.25000000000001;A;0;20220114,62
N26_01.01.2022_24.11.2024.csv;N26;15/01/2022;15/01/2022;-0.86;0;Selecta AG / PrV - - - Presentment (0.9 CHF);61.39000000000001;A;0;20220115,61
N26_01.01.2022_24.11.2024.csv;N26;17/01/2022;17/01/2022;-22.6;0;BOULANGERIE G - - - Presentment (22.6 EUR);38.790000000000006;A;0;20220117,38
N26_01.01.2022_24.11.2024.csv;N26;19/01/2022;19/01/2022;-0.86;0;Selecta AG / PrV - - - Presentment (0.9 CHF);37.93000000000001;A;0;20220119,37
N26_01.01.2022_24.11.2024.csv;N26;20/01/2022;20/01/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);37.06;A;0;20220120,37
N26_01.01.2022_24.11.2024.csv;N26;20/01/2022;20/01/2022;-1.64;0;Selecta AG / PrV - - - Presentment (1.7 CHF);35.42;A;0;20220120,35
N26_01.01.2022_24.11.2024.csv;N26;21/01/2022;21/01/2022;-1.64;0;Selecta AG / PrV - - - Presentment (1.7 CHF);33.78;A;0;20220121,33
N26_01.01.2022_24.11.2024.csv;N26;23/01/2022;23/01/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);32.91;A;0;20220123,32
N26_01.01.2022_24.11.2024.csv;N26;25/01/2022;25/01/2022;0;100;M LEOPAUL VOGT - VIR DE M LEOPAUL VOGT VG20241ZVLVPBG01 - Credit Transfer;132.91;X;0;20220125,132
N26_01.01.2022_24.11.2024.csv;N26;25/01/2022;25/01/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);132.04;A;0;20220125,132
N26_01.01.2022_24.11.2024.csv;N26;26/01/2022;26/01/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);131.17;A;0;20220126,131
N26_01.01.2022_24.11.2024.csv;N26;26/01/2022;26/01/2022;-1.65;0;Selecta AG / PrV - - - Presentment (1.7 CHF);129.51999999999998;A;0;20220126,129
N26_01.01.2022_24.11.2024.csv;N26;27/01/2022;27/01/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);128.64999999999998;A;0;20220127,128
N26_01.01.2022_24.11.2024.csv;N26;01/02/2022;01/02/2022;-3.05;0;Pakhäuser Basel-Stadt - - - Presentment (3.05 EUR);122.98999999999997;T;0;20220201,122
N26_01.01.2022_24.11.2024.csv;N26;17/02/2022;17/02/2022;-16.77;0;Restaurant Invento - - - Presentment (17.5 CHF);106.21999999999997;R;0;20220217,106
N26_01.01.2022_24.11.2024.csv;N26;17/02/2022;17/02/2022;-5.8;0;PHARMACIE MERTZ - - - Presentment (5.8 EUR);100.41999999999997;F;0;20220217,100
N26_01.01.2022_24.11.2024.csv;N26;19/02/2022;19/02/2022;-17.42;0;Restaurant Invento - - - Presentment (18.2 CHF);82.99999999999999;R;0;20220219,82
N26_01.01.2022_24.11.2024.csv;N26;21/02/2022;21/02/2022;-3.5;0;GP HOSP DE LA REGION - - - Presentment (3.5 EUR);79.49999999999999;F;0;20220221,79
N26_01.01.2022_24.11.2024.csv;N26;23/02/2022;23/02/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);78.62999999999998;A;0;20220223,78
N26_01.01.2022_24.11.2024.csv;N26;24/02/2022;24/02/2022;0;100;M LEOPAUL VOGT - VIR DE M LEOPAUL VOGT - Credit Transfer;177.76;X;0;20220224,177
N26_01.01.2022_24.11.2024.csv;N26;24/02/2022;24/02/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);176.89;A;0;20220224,176
N26_01.01.2022_24.11.2024.csv;N26;24/02/2022;24/02/2022;-4.4;0;LIDL 2814 - - - Presentment (4.4 EUR);172.48999999999995;A;0;20220224,172
N26_01.01.2022_24.11.2024.csv;N26;24/02/2022;24/02/2022;-1.64;0;Selecta AG / PrV - - - Presentment (1.7 CHF);170.84999999999997;A;0;20220224,170
N26_01.01.2022_24.11.2024.csv;N26;25/02/2022;25/02/2022;-4.27;0;LIDL 2814 - - - Presentment (4.27 EUR);166.57999999999998;A;0;20220225,166
N26_01.01.2022_24.11.2024.csv;N26;25/02/2022;25/02/2022;-1.64;0;Selecta AG / PrV - - - Presentment (1.7 CHF);164.94;A;0;20220225,164
N26_01.01.2022_24.11.2024.csv;N26;25/02/2022;25/02/2022;-57.37;0;Coop TS Allschwil - - - Presentment (59.52 CHF);107.56999999999998;A;0;20220225,107
N26_01.01.2022_24.11.2024.csv;N26;26/02/2022;26/02/2022;-0.88;0;Selecta AG / PrV - - - Presentment (0.9 CHF);106.68999999999998;A;0;20220226,106
N26_01.01.2022_24.11.2024.csv;N26;04/03/2022;04/03/2022;-1.67;0;Selecta AG / PrV - - - Presentment (1.7 CHF);105.02;A;0;20220304,105
N26_01.01.2022_24.11.2024.csv;N26;06/03/2022;06/03/2022;0;80;Paul Vogt - MoneyBeam - MoneyBeam;183.35000000000002;C;0;20220306,183
N26_01.01.2022_24.11.2024.csv;N26;07/03/2022;07/03/2022;-15.95;0;ALCOBA - - - Presentment (15.95 EUR);167.40000000000003;A;0;20220307,167
N26_01.01.2022_24.11.2024.csv;N26;08/03/2022;08/03/2022;-22;0;FAMILY FACT 1 - - - Presentment (22.0 EUR);145.40000000000003;R;0;20220308,145
N26_01.01.2022_24.11.2024.csv;N26;09/03/2022;09/03/2022;-5.2;0;BOULANGERIE G - - - Presentment (5.2 EUR);140.20000000000005;A;0;20220309,140
N26_01.01.2022_24.11.2024.csv;N26;12/03/2022;12/03/2022;-1.67;0;Selecta AG / PrV - - - Presentment (1.7 CHF);138.53000000000003;A;0;20220312,138
N26_01.01.2022_24.11.2024.csv;N26;13/03/2022;13/03/2022;-25.8;0;SNCF - - - Presentment (25.8 EUR);112.73;T;0;20220313,112
N26_01.01.2022_24.11.2024.csv;N26;13/03/2022;13/03/2022;-13.2;0;CTS DA SC - - - Presentment (13.2 EUR);99.53000000000002;T;0;20220313,99
N26_01.01.2022_24.11.2024.csv;N26;14/03/2022;14/03/2022;-18.43;0;CARREFOUR - - - Presentment (18.43 EUR);81.10000000000001;A;0;20220314,81
N26_01.01.2022_24.11.2024.csv;N26;22/03/2022;22/03/2022;-30;0;Paul Vogt - MoneyBeam - MoneyBeam;51.10000000000001;C;0;20220322,51
N26_01.01.2022_24.11.2024.csv;N26;23/03/2022;23/03/2022;-9.8;0;BOULANGERIE G - - - Presentment (9.8 EUR);41.3;A;0;20220323,41
N26_01.01.2022_24.11.2024.csv;N26;24/03/2022;24/03/2022;-11.65;0;COLRUYT HAGENTHAL - - - Presentment (11.65 EUR);29.65000000000002;A;0;20220324,29
N26_01.01.2022_24.11.2024.csv;N26;27/03/2022;27/03/2022;-4.45;0;LA SANDWICHERIE - - - Presentment (4.45 EUR);25.20000000000003;A;0;20220327,25
N26_01.01.2022_24.11.2024.csv;N26;01/04/2022;01/04/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);24.330000000000027;A;0;20220401,24
N26_01.01.2022_24.11.2024.csv;N26;06/04/2022;06/04/2022;0;150;M LEOPAUL VOGT - VIR DE M LEOPAUL VOGT - Credit Transfer;174.33000000000004;X;0;20220406,174
N26_01.01.2022_24.11.2024.csv;N26;08/04/2022;08/04/2022;-0.99;0;Pratteln WC-Lounge - - - Presentment (1.0 CHF);173.34000000000003;A;0;20220408,173
N26_01.01.2022_24.11.2024.csv;N26;02/05/2022;02/05/2022;-39.25;0;BURGER KING - - - Presentment (39.25 EUR);133.10000000000002;R;0;20220502,133
N26_01.01.2022_24.11.2024.csv;N26;03/05/2022;03/05/2022;-54.95;0;LA SANDWICHERIE - - - Presentment (54.95 EUR);78.15000000000002;A;0;20220503,78
N26_01.01.2022_24.11.2024.csv;N26;03/05/2022;03/05/2022;-0.88;0;Selecta AG / PrV - - - Presentment (0.9 CHF);77.27000000000002;A;0;20220503,77
N26_01.01.2022_24.11.2024.csv;N26;05/05/2022;05/05/2022;-16.58;0;Gasthof Hirschen AG - - - Presentment (17.0 CHF);60.69000000000004;R;0;20220505,60
N26_01.01.2022_24.11.2024.csv;N26;11/05/2022;11/05/2022;-1.63;0;Selecta AG / PrV - - - Presentment (1.7 CHF);59.060000000000045;A;0;20220511,59
N26_01.01.2022_24.11.2024.csv;N26;18/05/2022;18/05/2022;-32.46;0;FAMILY FACT 1 - - - Presentment (32.46 EUR);26.60000000000001;R;0;20220518,26
N26_01.01.2022_24.11.2024.csv;N26;21/05/2022;21/05/2022;0;200;M LEOPAUL VOGT - VIR DE M VOGT LEOPAUL - Credit Transfer;226.60000000000002;X;0;20220521,226
N26_01.01.2022_24.11.2024.csv;N26;22/05/2022;22/05/2022;-1.66;0;Selecta AG / PrV - - - Presentment (1.7 CHF);224.94000000000005;A;0;20220522,224
N26_01.01.2022_24.11.2024.csv;N26;26/05/2022;26/05/2022;-17.99;0;SumUp  *Scheidegger Co - - - Presentment (18.5 CHF);206.95000000000005;A;0;20220526,206
N26_01.01.2022_24.11.2024.csv;N26;29/05/2022;29/05/2022;-2.15;0;LIDL 2814 - - - Presentment (2.15 EUR);204.80000000000007;A;0;20220529,204
N26_01.01.2022_24.11.2024.csv;N26;03/06/2022;03/06/2022;-14.63;0;Actelion Gastromiebetr - - - Presentment (15.0 CHF);190.17000000000007;R;0;20220603,190
N26_01.01.2022_24.11.2024.csv;N26;04/06/2022;04/06/2022;-1.66;0;Selecta AG / PrV - - - Presentment (1.7 CHF);188.5100000000001;A;0;20220604,188
N26_01.01.2022_24.11.2024.csv;N26;08/06/2022;08/06/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);187.6400000000001;A;0;20220608,187
N26_01.01.2022_24.11.2024.csv;N26;08/06/2022;08/06/2022;-1.65;0;Selecta AG / PrV - - - Presentment (1.7 CHF);185.99000000000012;A;0;20220608,185
N26_01.01.2022_24.11.2024.csv;N26;09/06/2022;09/06/2022;-1.64;0;Selecta AG / PrV - - - Presentment (1.7 CHF);184.35000000000014;A;0;20220609,184
N26_01.01.2022_24.11.2024.csv;N26;10/06/2022;10/06/2022;-1.63;0;Selecta AG / PrV - - - Presentment (1.7 CHF);181.08000000000015;A;0;20220610,181
N26_01.01.2022_24.11.2024.csv;N26;11/06/2022;11/06/2022;-2.41;0;Selecta AG / PrV - - - Presentment (2.5 CHF);177.0400000000002;A;0;20220611,177
N26_01.01.2022_24.11.2024.csv;N26;14/06/2022;14/06/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);176.1700000000002;A;0;20220614,176
N26_01.01.2022_24.11.2024.csv;N26;15/06/2022;15/06/2022;-0.87;0;Selecta AG / PrV - - - Presentment (0.9 CHF);175.30000000000018;A;0;20220615,175
N26_01.01.2022_24.11.2024.csv;N26;16/06/2022;16/06/2022;-26.59;0;Horbus by Vulcanelli - - - Presentment (27.5 CHF);148.71000000000015;A;0;20220616,148
N26_01.01.2022_24.11.2024.csv;N26;18/06/2022;18/06/2022;-1.67;0;Selecta AG / PrV - - - Presentment (1.7 CHF);147.0400000000002;A;0;20220618,147
N26_01.01.2022_24.11.2024.csv;N26;18/06/2022;18/06/2022;-0.88;0;Selecta AG / PrV - - - Presentment (0.9 CHF);146.1600000000002;A;0;20220618,146
N26_01.01.2022_24.11.2024.csv;N26;18/06/2022;18/06/2022;-14.72;0;Actelion Gastromiebetr - - - Presentment (15.0 CHF);131.44000000000017;R;0;20220618,131
N26_01.01.2022_24.11.2024.csv;N26;21/06/2022;21/06/2022;-2.18;0;Selecta AG / PrV - - - Presentment (2.2 CHF);129.26000000000022;A;0;20220621,129
N26_01.01.2022_24.11.2024.csv;N26;21/06/2022;21/06/2022;-0.89;0;Selecta AG / PrV - - - Presentment (0.9 CHF);128.37000000000023;A;0;20220621,128
N26_01.01.2022_24.11.2024.csv;N26;21/06/2022;21/06/2022;-18.32;0;Restaurant Invento - - - Presentment (18.5 CHF);110.05000000000017;R;0;20220621,110
N26_01.01.2022_24.11.2024.csv;N26;22/06/2022;22/06/2022;-0.89;0;Selecta AG / PrV - - - Presentment (0.9 CHF);108.2700000000002;A;0;20220622,108
N26_01.01.2022_24.11.2024.csv;N26;22/06/2022;22/06/2022;-1.68;0;Selecta AG / PrV - - - Presentment (1.7 CHF);105.70000000000026;A;0;20220622,105
N26_01.01.2022_24.11.2024.csv;N26;23/06/2022;23/06/2022;-2.16;0;Selecta AG / PrV - - - Presentment (2.2 CHF);103.54000000000029;A;0;20220623,103
N26_01.01.2022_24.11.2024.csv;N26;23/06/2022;23/06/2022;-0.89;0;Selecta AG / PrV - - - Presentment (0.9 CHF);102.6500000000003;A;0;20220623,102
N26_01.01.2022_24.11.2024.csv;N26;24/06/2022;24/06/2022;-0.89;0;Selecta AG / PrV - - - Presentment (0.9 CHF);101.76000000000032;A;0;20220624,101
N26_01.01.2022_24.11.2024.csv;N26;04/07/2022;04/07/2022;0;600;M LEOPAUL VOGT - VIR DE M VOGT LEOPAUL - Credit Transfer;701.7600000000003;X;0;20220704,701
