Source;Compte;Date;Date de valeur;Débit;Crédit;Libellé;Solde;catégorie;Solde initial;Index
N26_10.12.2024_31.12.2024.csv;N26;10/12/2024;09/12/2024;-5.2;0;ARCOS - Presentment (5.2 EUR);118.54000000000012;T;118.54000000000012;20241210,118
N26_10.12.2024_31.12.2024.csv;N26;10/12/2024;09/12/2024;-18.65;0;AUTOGRILL FFH AU - Presentment (18.65 EUR);94.69000000000013;R;0;20241210,94
N26_10.12.2024_31.12.2024.csv;N26;10/12/2024;09/12/2024;-8.85;0;BOULANG WELTER - Presentment (8.85 EUR);85.84000000000012;A;0;20241210,85
N26_10.12.2024_31.12.2024.csv;N26;11/12/2024;10/12/2024;-2;0;SANEF - Presentment (2.0 EUR);83.84000000000012;T;0;20241211,83
N26_10.12.2024_31.12.2024.csv;N26;11/12/2024;10/12/2024;-2;0;SANEF AUTOROUTE - Presentment (2.0 EUR);81.84000000000012;T;0;20241211,81
N26_10.12.2024_31.12.2024.csv;N26;11/12/2024;10/12/2024;-10.2;0;SANEF AUTOROUTE - Presentment (10.2 EUR);71.64000000000013;T;0;20241211,71
N26_10.12.2024_31.12.2024.csv;N26;11/12/2024;10/12/2024;-10.2;0;SANEF - Presentment (10.2 EUR);61.440000000000126;T;0;20241211,61
N26_10.12.2024_31.12.2024.csv;N26;11/12/2024;10/12/2024;-4.8;0;SANEF AUTOROUTE - Presentment (4.8 EUR);56.64000000000013;T;0;20241211,56
N26_10.12.2024_31.12.2024.csv;N26;14/12/2024;13/12/2024;-11;0;BOULANG WELTER - Presentment (11.0 EUR);40.84000000000013;A;0;20241214,40
N26_10.12.2024_31.12.2024.csv;N26;24/12/2024;24/12/2024;-5.99;0;APPLE.COM/BILL - Presentment (5.99 EUR);34.850000000000136;D;0;20241224,34
N26_10.12.2024_31.12.2024.csv;N26;31/12/2024;31/12/2024;0;100;M OU MME LEOPAUL VOGT - VIR DE M OU MME LEOPAUL VOGT - Credit Transfer;134.85000000000014;X;0;20241231,134
