Source;Compte;Date;Date de valeur;Débit;Crédit;Libellé;Solde;catégorie;Solde initial;Index
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;01/01/2025;01/01/2025;0;39.66;VIR Virement avec Fortuneo Compt;187.14;X;187.14;20250101,187
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;02/01/2025;02/01/2025;0;1000;VIR M OU MME LEOPAUL VOGT;1187.1399999999999;X;0;20250102,1187
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;02/01/2025;02/01/2025;-1000;0;VIR Virement avec Fortuneo Livre;187.14;X;0;20250102,187
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;06/01/2025;06/01/2025;-17.24;0;CARTE 03/01 BOUCHERIE DES 3 BLOTZHEIM;169.89999999999998;A;0;20250106,169
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;10/01/2025;10/01/2025;-26.5;0;CARTE 09/01 DIMINU'TIFF OTTMARSHEIM;143.39999999999998;H;0;20250110,143
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;13/01/2025;13/01/2025;-27.5;0;CARTE 11/01 PIZZA DEL ARTE ILLZACH;115.89999999999998;R;0;20250113,115
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;13/01/2025;13/01/2025;-8.4;0;CARTE 11/01 POULAILLON ILLZACH;107.49999999999989;A;0;20250113,107
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;13/01/2025;13/01/2025;-0.3;0;CARTE 11/01 HORODATEURS 68 MULHOUSE;107.19999999999993;T;0;20250113,107
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;18/01/2025;18/01/2025;-4.7;0;CARTE 17/01 BOULANG WELTER BLOTZHEIM;102.49999999999989;A;0;20250118,102
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;20/01/2025;20/01/2025;-28.81;0;CARTE 18/01 BOUCHERIE DES 3 BLOTZHEIM;73.68999999999994;A;0;20250120,73
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;20/01/2025;20/01/2025;-18.5;0;CARTE 17/01 REST'O TRUCK MULHOUSE;55.18999999999994;R;0;20250120,55
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;23/01/2025;23/01/2025;-24.15;0;CARTE 22/01 MB RICLIN HOMBOURG;31.03999999999985;A;0;20250123,31
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;27/01/2025;27/01/2025;-9.1;0;CARTE 25/01 BOULANG WELTER BLOTZHEIM;21.93999999999994;A;0;20250127,21
FOR_01.01.2025_31.01.2025.csv;Fortuneo CC;30/01/2025;30/01/2025;-3.42;0;CARTE 29/01 MB RICLIN HOMBOURG;18.519999999999868;A;0;20250130,18
